src_user_id,dst_user_id,timestamp
9365,23598,1223170124
15075,15075,1223170326
18403,18403,1223170328
3957,25153,1223170573
25153,25153,1223170850
2974,2974,1223170927
6610,24638,1223171360
9647,20960,1223172443
7224,14621,1223172545
11177,2147,1223172561
2635,2635,1223172954
14621,14621,1223177815
5190,23084,1223179357
10224,21004,1223180638
15464,2727,1223182472
4615,20138,1223182643
14065,23084,1223183293
20138,20138,1223184801
12034,4893,1223186446
4893,4893,1223186803
12034,4893,1223188063
20860,18406,1223188906
14569,23667,1223189494
17729,73794,1223190459
4615,20138,1223193157
4615,20138,1223193368
9328,9328,1223194619
11870,538,1223195334
9021,24708,1223195872
23234,13913,1223196975
4857,1876,1223197093
24950,232,1223198746
232,232,1223203935
781,8643,1223204081
15572,22672,1223204790
18406,18406,1223205897
16639,16639,1223211125
8297,6521,1223214328
10192,21004,1223216672
15537,21973,1223217072
4857,6068,1223217220
14642,2974,1223218919
14642,2974,1223219024
14642,2974,1223219100
23164,1876,1223220490
4092,17558,1223220572
7122,23339,1223220976
15537,23339,1223222594
22564,17176,1223224789
11694,4646,1223225768
19404,15161,1223229150
2766176,25205,1223229300
14663,14663,1223230617
15537,22672,1223231150
14089,5234,1223233491
24644,24644,1223236656
24644,24644,1223236744
7028,11927,1223237451
21234,18500,1223239029
15161,11927,1223241327
3712,18061,1223242032
5897,2942,1223244826
5897,1725,1223245313
2942,2942,1223246243
270,24630,1223247203
384,29,1223247353
20310,11619,1223252368
3957,25300,1223253259
17389,21632,1223256096
21234,8217,1223256670
6491,9328,1223257554
17558,17558,1223261245
9787,9328,1223261278
21234,12924,1223265274
5109,3208,1223266101
18406,959,1223266133
14065,23163,1223266554
17787,8167,1223269106
4381,3037,1223270071
7872,3037,1223270201
3037,3037,1223270223
10026,9825,1223270311
8167,8167,1223270512
14690,7921,1223270700
1337,13523,1223271678
11694,21384,1223271783
1915,3037,1223273819
9328,9328,1223278071
10661,18676,1223279989
17076,17194,1223281037
17194,17194,1223281158
4276,17194,1223282138
14955,17194,1223282417
533,2605,1223282545
11314,23234,1223283754
23341,23341,1223285215
419,10793,1223285474
15154,19607,1223288273
14569,14569,1223288696
5948,8005,1223289179
23501,24744,1223289265
8167,813,1223290397
115,813,1223290469
8167,813,1223290726
813,813,1223290746
813,813,1223290843
8167,813,1223290934
8167,813,1223291058
11830,25388,1223291228
813,813,1223291626
813,813,1223291660
45603,45603,1223291991
3155,3155,1223294179
14209,18687,1223295036
3137,3137,1223295158
10174,17194,1223295368
5441,5441,1223297621
5441,538,1223297897
3576,3576,1223299445
4872,4872,1223300157
419,2666,1223303668
21234,19621,1223304361
7724,16511,1223304646
15627,19621,1223304701
15100,15124,1223304767
15329,24802,1223304770
15124,15124,1223304961
24802,24802,1223304989
19621,19621,1223305440
1407,4495,1223305866
3146,16314,1223306179
419,460927,1223306949
5897,23407,1223307120
23407,23407,1223307204
15537,23407,1223307463
6899,16314,1223307689
7724,16511,1223308885
3571,2147,1223310277
11683,3137,1223310622
4857,18091,1223310939
4857,18091,1223311068
419,25428,1223311820
6899,11208,1223312013
7122,7211,1223312298
23794,14569,1223312842
6899,3153,1223313018
11436,9328,1223314715
13209,1606,1223315369
1606,1606,1223315793
7211,7211,1223317259
1175,22147,1223317260
21234,19621,1223317490
20400,1,1223318821
23354,23164,1223319338
23164,23164,1223319578
1553,11234,1223320014
20400,9629,1223320111
11234,11234,1223320240
15537,2238,1223320290
13,2238,1223320438
13,2238,1223320491
6899,16673,1223321183
9328,9328,1223321429
2974,2974,1223321539
419,16873,1223322073
1441,22147,1223322264
16673,15721,1223322492
8026,20128,1223322629
16673,15721,1223322992
14089,22147,1223323211
6742,5409,1223323373
15721,15721,1223323392
3,26,1223323739
18753,1256,1223324017
12502,13350,1223324081
42,24873,1223324149
1228,24873,1223324182
5409,5409,1223324190
1228,1463,1223324295
5640,24873,1223324339
6414,24873,1223324378
1116,17465,1223324379
15541,17465,1223324415
16035,13350,1223324579
908,1768,1223324680
1,1768,1223324792
1768,1768,1223325006
5049,18837,1223325412
12048,17712,1223325424
5346,18966,1223326139
18511,18511,1223326948
2820,15546,1223327614
22147,22147,1223327689
15416,22147,1223327695
15416,11234,1223328435
15541,6583,1223328872
17712,17712,1223329106
10468,18966,1223329812
1228,4495,1223329843
21234,8026,1223329964
6583,6583,1223330123
2947,9629,1223330521
18747,8026,1223330673
8026,8026,1223330924
8505,8513,1223330942
4482,4230,1223331338
4230,4230,1223331561
5640,15204,1223331691
24999,24999,1223332153
7671,25492,1223332356
10224,25324,1223332373
9361,5291,1223333634
20377,7850,1223333847
25324,25324,1223333878
12579,25532,1223333938
5380,373,1223333978
4853,20178,1223334355
2242,2242,1223334444
15255,15255,1223334749
15880,20178,1223335062
572,572,1223335713
20178,20178,1223335740
10661,10585,1223336126
10585,10585,1223336355
7856,1190,1223336477
1190,1190,1223336581
14260,25550,1223336612
14704,1219,1223337305
15955,1190,1223337795
3333,2819,1223337878
4926,2819,1223337967
3333,2819,1223339797
23667,25549,1223339922
24227,460927,1223340284
11436,18107,1223340968
18901,1674,1223341577
91,1190,1223341630
7872,19226,1223341929
19226,19226,1223341987
25538,25538,1223342449
7872,25538,1223342767
1894,3294,1223343072
10661,1965,1223343509
1965,1965,1223343603
18511,1965,1223343697
14690,1965,1223343752
2204759,2819,1223343892
122,1582786,1223343993
2284,1582786,1223344028
122,1582786,1223344093
2284,1582786,1223344215
5640,1582786,1223344367
122,1582786,1223344389
2284,1582786,1223344517
5640,1582786,1223344718
2590,1582786,1223344735
15328,15328,1223344972
16673,15721,1223345135
122,1582786,1223345141
22211,373,1223345891
8174,21297,1223346459
14033,15537,1223347568
21965,21965,1223347619
22468,13449,1223348690
1215,2486915,1223348783
20621,23553,1223349046
5704,5769,1223349085
10661,1965,1223349337
23054,19129,1223349578
5769,5769,1223349727
20363,8435,1223349747
20621,1228,1223349879
13051,19479,1223350188
23553,23553,1223350225
13531,25128,1223350602
13850,13449,1223350707
8174,19479,1223350735
10661,10585,1223350864
19479,19479,1223351266
2894,506,1223351423
7671,8981,1223351504
15328,19479,1223351862
13757,13227,1223352247
8368,3561,1223352736
4642,25371,1223352782
13531,13812,1223353031
346,25616,1223354207
12293,12293,1223354277
2820,4593,1223354286
11436,9328,1223355998
1133,373,1223356094
234,7599,1223356139
572,25645,1223356602
13812,13812,1223356747
10224,21672,1223357387
10278,25560,1223358084
5409,25645,1223358661
1715673,5409,1223358926
5409,9516,1223359488
12975,1657,1223360995
11112,1190,1223361404
13531,13041,1223361766
11112,1190,1223362296
10427,5056,1223363909
5056,5056,1223364057
332,5056,1223364176
2590,1582786,1223364472
16076,15537,1223364876
15537,15537,1223365162
20621,24817,1223365899
1075,4525,1223366355
1715673,11995,1223366950
9611,17221,1223367198
5697,1582786,1223367856
14606,15537,1223369045
372,4790,1223369136
6819,15947,1223369660
10585,10585,1223369792
4790,4790,1223369919
15537,15947,1223370060
15537,15947,1223370181
536,93,1223371896
4482,5697,1223372737
8026,25128,1223373199
18482,3957,1223373227
3957,3957,1223373314
18482,3957,1223373449
9328,9328,1223373877
13531,13041,1223375123
17221,25616,1223375220
2975,13990,1223375429
5987,658,1223375600
3765,24708,1223375606
17174,5133,1223376207
4337,13990,1223376488
7116,13812,1223376571
15614,658,1223376989
11574,18907,1223377135
3571,2025531,1223381499
115,19207,1223381606
8090,11234,1223381935
115,115,1223382336
15475,21963,1223385034
14663,18393,1223385194
21963,21963,1223385317
3474,1720,1223385420
538,538,1223386422
15537,25704,1223386700
3560,25704,1223387781
21234,1720,1223389562
9361,20641,1223390117
11830,3389,1223392181
17602,3834,1223393095
11436,9328,1223393213
21764,24279,1223393503
6414,14065,1223393863
10991,658,1223393993
17602,3834,1223394317
11830,18651,1223397232
19331,20400,1223397397
12860,25745,1223397418
13098,13098,1223397465
20400,20400,1223397945
3719,25745,1223400032
1898,6682,1223401612
25210,25730,1223401977
22466,1896,1223403475
1944,1776,1223404176
1228,1228,1223404669
5640,10676,1223404742
1228,25781,1223404931
20400,25781,1223405063
7122,25781,1223405256
1679,21004,1223405281
18107,25781,1223405446
14033,15537,1223405554
7122,25781,1223405583
11892,25781,1223405869
1228,25781,1223406213
12862,25781,1223406418
1228,25781,1223406779
3535708,11961,1223406864
1228,25781,1223406922
1185,25781,1223407164
115,115,1223407828
3458,25745,1223407874
17145,25781,1223407935
16076,16511,1223408829
658,16314,1223408996
10661,10585,1223409662
11361,11361,1223409944
4525,25782,1223410124
3655,2768,1223410362
24472,25782,1223410371
7872,832,1223411216
8741,832,1223411512
10224,11587,1223411659
2025531,2025531,1223411767
11892,25781,1223411825
22211,373,1223412001
3535708,24098,1223412064
16511,16511,1223412213
968,24098,1223412257
9328,9328,1223412258
24181,24098,1223412790
1765,1765,1223412792
10661,16511,1223413307
13832,13832,1223414347
900,5147,1223415071
1048,2470,1223415151
13832,13832,1223415282
15626,2424,1223416079
832,832,1223416736
8763,8763,1223416783
12923,1368,1223417527
12923,5236,1223417566
12923,3111,1223417801
4482,5619,1223417967
5697,18664,1223417992
455874,18664,1223418401
2894,4685,1223419208
6309,7648,1223419266
20363,24020,1223419548
16034,8643,1223419555
7648,7648,1223419605
21258,19825,1223419663
20363,24020,1223419719
7625,1862,1223420149
24231,23855,1223420194
459,459,1223420558
7053,11361,1223421034
23501,2819,1223421608
106,83,1223421986
15809,4697,1223422825
1980,2577,1223423368
14749,14749,1223423559
14569,25683,1223423622
20178,25878,1223423740
5640,13913,1223423973
3140,13913,1223423999
15369,13913,1223424120
13913,13913,1223424316
5640,13913,1223424437
1989,12311,1223424628
5640,253,1223425003
2819,2819,1223425089
18796,5035,1223425154
11830,23890,1223425577
24817,24059,1223426161
16417,24059,1223426297
106,4916,1223426368
22407,16777,1223426730
24059,24059,1223426791
2982,25892,1223426950
305,25892,1223426999
16777,16777,1223427075
9361,577,1223427107
1902010,1816,1223427176
115,25892,1223427255
115,25892,1223427288
1902010,24059,1223427366
2982,13244,1223427582
8155,2469,1223427605
5640,25892,1223427675
13295,25892,1223427718
115,25892,1223427734
23501,1449,1223427762
5640,25892,1223427807
23893,25892,1223427816
1816,1816,1223427843
5640,25892,1223427882
2509,1449,1223428451
305,25892,1223428681
5640,25892,1223428796
14728,25892,1223428978
6500,2191,1223429222
9683,1449,1223429290
1796,11333,1223429598
22381,13700,1223429915
4120,373112,1223429931
2543,25892,1223429936
739,2119,1223429959
13700,13700,1223430197
6500,39040,1223430837
1291,7419,1223430865
1288,1155,1223432545
3275,8409,1223434267
5862,1190,1223434404
10947,15809,1223434422
13295,8409,1223434879
20310,22046,1223435627
8409,8409,1223436441
1441,8220,1223436961
8220,8220,1223437444
10661,3189,1223437682
1470,13216,1223437994
12725,24958,1223438165
24958,24958,1223438389
17205,11961,1223438562
9683,2443,1223438920
11961,11961,1223438941
2191,2191,1223439380
15459,25200,1223441059
2915,3126,1223441373
12711,14089,1223441787
2309,16476,1223441909
14089,14089,1223441960
1796,1536194,1223442344
2309,2443,1223442426
1786,17648,1223443518
17648,17648,1223443608
17964,17648,1223443772
25200,25200,1223444599
13216,13216,1223444940
2859,577,1223445705
615,3153,1223445730
615,5,1223445992
4465,3636,1223446244
3850,3636,1223446648
21974,15161,1223447141
3636,3636,1223447322
615,5,1223447582
1597,15288,1223448310
18255,1946,1223448396
619,13593,1223448834
419,1632,1223449145
234,1632,1223449387
1632,1632,1223449533
1632,1632,1223449670
1291,25695,1223449808
419,1632,1223449963
23670,25350,1223450056
2443,2443,1223451194
14749,17964,1223451456
4766,4766,1223452161
1786,9922,1223452280
4766,4766,1223452674
9345,44972,1223453342
5697,5697,1223453573
4417,4977,1223453578
4766,4766,1223453796
16204,13676,1223454046
9611,13676,1223454251
9345,9922,1223454437
4977,13676,1223454476
8026,9382,1223456516
17964,17964,1223456806
3146,26004,1223457743
20925,26004,1223457893
22294,24177,1223458214
5324,18415,1223461206
18415,18415,1223461296
372,15537,1223461459
3716,18415,1223461956
6231,15537,1223461959
15537,15537,1223462076
15537,15537,1223462109
12484,11614,1223463421
6309,6309,1223465811
1786,1786,1223465966
47366,44972,1223466123
1915,6218,1223466126
9345,20713,1223466207
14606,6218,1223466374
20713,20713,1223466873
20713,20713,1223467944
2574,10897,1223468300
18255,3314,1223469098
2574,15152,1223469286
1786,5302,1223470467
5302,5302,1223470501
6521,7598,1223475206
15627,18768,1223475380
22673,26049,1223475420
26049,26049,1223475537
15627,18768,1223475702
10651,26049,1223476150
21567,3279,1223476220
10651,423836,1223476315
17516,23501,1223476876
26049,26049,1223477283
253,253,1223478123
4977,4496,1223478496
1688440,1688440,1223478561
4496,20238,1223479219
11449,14069,1223480249
6062,17685,1223480378
14026,25280,1223484161
21027,4857,1223484180
10661,1363,1223484732
4857,15947,1223484770
1776,1776,1223485735
6414,20400,1223485941
5302,15878,1223486112
11436,9328,1223486286
15401,13251,1223486556
23044,5246,1223487715
2374,5246,1223487748
455874,26074,1223487824
11241,5246,1223487886
15809,26094,1223487953
15124,26081,1223488451
24064,24064,1223488586
11694,9539,1223489607
15475,17510,1223489913
17266,5050,1223490099
2961,834,1223490792
5640,429,1223490950
4086,26074,1223491234
11436,21074,1223492173
4977,25152,1223492590
9539,9539,1223492728
5017,20603,1223493263
9825,9825,1223493384
12502,25152,1223493589
13911,1944,1223493858
18415,18415,1223493970
1944,1944,1223494057
12502,5789,1223494086
12502,5789,1223494132
5789,5789,1223494268
1533,22284,1223495108
25152,25152,1223495240
6583,3315,1223495388
1533,26126,1223495468
15360,26126,1223495473
22390,22390,1223495634
6414,11347,1223496397
20310,3134,1223496480
1190,6941,1223497046
7021,26135,1223497362
2147,4857,1223497750
26135,26135,1223498097
192,986,1223498158
986,986,1223498250
1228,4481,1223498322
10224,17174,1223498373
14606,22284,1223498471
8027,11039,1223498517
192,986,1223499129
7116,25749,1223499631
8404,8404,1223500214
13244,13244,1223500318
20984,8768,1223500430
986,986,1223500637
1228,1228,1223500652
24873,145,1223502136
23234,253,1223502356
3043,26165,1223502467
811,26165,1223502753
3043,26165,1223502873
10661,9825,1223502874
9825,9825,1223502990
811,26165,1223503234
2208,21182,1223503295
2982,1674,1223503312
15401,17174,1223503634
1674,1674,1223503908
1674,1674,1223504073
15401,21004,1223504214
13279,24565,1223504313
2894,9861,1223504634
13491,1674,1223504723
26160,26160,1223504759
11815,1674,1223505341
619,3153,1223505680
619,3153,1223505766
17919,20074,1223506339
3279,3279,1223506580
9861,9861,1223507113
1790,12559,1223507215
20363,23669,1223507537
253,253,1223507644
24755,1674,1223507809
21632,4606,1223509207
9787,9516,1223509385
9787,4653,1223509461
2424,9516,1223509494
12725,4606,1223509669
18511,4606,1223509725
12579,4023,1223510175
2982,3289,1223510448
1358,9861,1223510476
3289,3289,1223510515
2894,3289,1223510668
20621,20621,1223511048
13925,23669,1223511192
1790,3289,1223511383
23501,23501,1223511419
3289,3289,1223511660
811,3289,1223511880
3289,3289,1223512044
4606,4606,1223512070
811,3289,1223512088
811,3289,1223512196
13913,327,1223512410
3289,3289,1223512543
10174,4321,1223513068
811,3289,1223513313
3289,3289,1223513492
18511,7135,1223513556
811,3289,1223513850
8155,23280,1223514026
3289,3289,1223514044
327,327,1223514046
3018,3018,1223514269
29,29,1223514382
13930,3351,1223515142
2535,4606,1223515621
3474,3351,1223515946
852,852,1223516121
1865,18177,1223517121
1233,23034,1223517557
14569,26235,1223517698
5897,3447,1223518217
3447,3447,1223518295
4321,4321,1223519157
685,10420,1223519395
3655,1467,1223519732
21632,26130,1223520104
24458,14690,1223520154
14122,9951,1223520932
12725,3347,1223521364
736,852,1223521451
1467,1467,1223521484
13940,19784,1223521515
13051,18511,1223521660
18511,7598,1223521776
18511,18511,1223522020
15152,15152,1223522621
3043,1642688,1223522753
19676,13449,1223522898
25280,25280,1223523985
18146,25695,1223524178
2547,41,1223524238
20641,20641,1223524594
1968,25781,1223524739
14048,6161,1223525114
13531,18511,1223525416
22211,3047,1223525756
20363,23669,1223526080
9825,13676,1223528310
15809,3446,1223529738
13925,23669,1223529872
12048,20789,1223529991
20946,21677,1223530115
21640,3446,1223530235
419,3226,1223530814
3226,3226,1223531102
3446,3446,1223531122
3446,3446,1223531179
25210,12368,1223531274
24950,131,1223531319
131,131,1223531458
23744,21966,1223531769
5058,193,1223532114
12368,12368,1223532146
419,3226,1223532763
22470,21209,1223532956
1,25210,1223533201
419,3226,1223533219
5817,21966,1223533256
26130,26130,1223533453
3226,3226,1223533495
8049,1343,1223535984
8049,1343,1223536064
1343,1343,1223536162
21828,12368,1223536829
811,14642,1223537037
14642,14642,1223537149
8049,1343,1223537612
419,3226,1223537830
20789,20789,1223538111
10991,24279,1223539108
22294,3886,1223539869
13940,23648,1223542626
22656,21966,1223543270
3279,3279,1223544708
23648,23648,1223545225
20689,23501,1223547975
3226,3226,1223548471
25677,1737192,1223549882
23501,23501,1223550215
372,22039,1223551635
10583,10583,1223551758
2598,10583,1223552099
20689,23501,1223552164
20689,23501,1223552516
8026,18511,1223552594
384,384,1223557405
17028,15124,1223557505
5190,10585,1223557802
10585,10585,1223558083
18771,10585,1223558508
10585,10585,1223558825
18771,10585,1223559173
10585,10585,1223559509
6528,20951,1223561048
4172,19166,1223561267
137,137,1223562418
18180,4960,1223564581
23142,6399,1223564907
25459,14302,1223566301
24472,3535708,1223566398
3535708,3535708,1223567076
3535708,3535708,1223567590
20363,23669,1223569230
25677,14966,1223569581
6441,20400,1223569692
1896,13449,1223570542
17516,20142,1223570940
15296,13220,1223571568
7872,23826,1223571654
7872,23826,1223571741
6899,13220,1223571803
10661,637,1223572200
14302,14302,1223573045
20142,20142,1223573336
17436,1862,1223573394
3571,115,1223574802
7028,14635,1223575679
14635,14635,1223575840
1715673,19863,1223576120
17028,16391,1223576134
33,23724,1223576146
5817,2474,1223576938
86,3540161,1223577458
12828,25280,1223577665
17516,17465,1223578384
4685,8741,1223578734
7211,18275,1223578843
22970,26107,1223579317
14966,14966,1223579878
3535,24097,1223579902
7021,9498,1223580211
2820,13087,1223580810
21336,23826,1223582630
10174,26486,1223582831
18107,18107,1223582972
11830,18907,1223583462
12948,12948,1223584311
18061,5954,1223584685
32538,15345,1223584686
23724,23724,1223584906
4965,23387,1223585202
6568,10040,1223585431
10040,10040,1223585571
4965,10040,1223585787
10224,6218,1223586027
5416,253,1223586105
13531,18511,1223586262
10224,23497,1223586361
3542,14635,1223586626
11830,7565,1223586823
739,292,1223587030
7565,7565,1223587083
23387,23387,1223588340
21027,2906,1223588382
305,572,1223589404
5817,572,1223589407
305,572,1223589629
4960,4960,1223590219
7565,5993,1223591033
811,4639,1223591067
5993,5993,1223591183
25677,26327,1223591328
14065,11441,1223591465
5,5,1223591674
11441,11441,1223591730
13958,2506,1223591905
16035,1237,1223591907
419,3226,1223592228
8454,8047,1223592447
2894,4481,1223592514
1237,1237,1223592695
17919,115,1223593131
8815,8047,1223593152
8505,64,1223593631
4279,658,1223593820
15393,26553,1223594028
20400,4337,1223594404
2424,2535,1223594418
4337,4337,1223594540
22211,26553,1223594603
23501,572,1223594661
16035,19226,1223594878
17871,15187,1223595007
1249,19226,1223595154
3043,4337,1223595287
2859,4337,1223595591
17871,19685,1223596199
14606,26553,1223596396
25280,25280,1223597203
23354,1508,1223597312
1508,1508,1223597368
23354,1508,1223597513
20467,24215,1223597542
1508,1508,1223597690
3043,1508,1223597880
26327,26327,1223597949
4086,9611,1223598445
1097,5578,1223598458
8027,16827,1223598486
4337,4337,1223598786
1786,6310,1223598872
4337,4337,1223598921
10893,26573,1223598932
1786,17917,1223599010
17917,17917,1223599180
6310,6310,1223599325
5646,4481,1223599608
23354,1508,1223599914
3535708,5619,1223600183
305,5619,1223600988
3535708,5619,1223601221
305,5619,1223601408
115,5619,1223601488
5578,5578,1223601514
115,5619,1223601569
25664,25664,1223602231
8815,115,1223602358
8815,26130,1223602445
21297,21297,1223602753
17008,620435,1223602767
13913,13913,1223603151
14113,20514,1223603305
3535708,5619,1223603389
3043,22820,1223604189
3,6932,1223604331
6932,6932,1223604488
22656,22820,1223604522
6742,13935,1223604530
2470,2470,1223604645
3565,26595,1223605690
13279,13913,1223605873
5441,18986,1223606175
13913,13913,1223606208
17651,13913,1223606238
2820,22820,1223606345
13913,13913,1223606383
20310,20654,1223606489
4797,4797,1223606543
3797,2424,1223606662
3797,26286,1223606722
2509,1807,1223606881
4003,26108,1223607680
8981,8981,1223607730
10661,6833,1223608416
6833,6833,1223608884
13693,8761,1223609033
19762,25515,1223609420
14089,11234,1223609556
2696,459,1223609966
15168,13832,1223610246
25515,25515,1223610658
10661,6833,1223610683
17919,19487,1223610782
8741,8741,1223610840
13930,13930,1223611426
1471,536,1223611843
10893,23663,1223612422
357,21365,1223612465
5640,17577,1223612970
3043,25210,1223613002
8233,6406,1223613415
2915,17577,1223613660
2859,17881,1223613809
6406,6406,1223614068
619,11927,1223615435
23512,24243,1223615953
10661,25546,1223616572
13824,172,1223617328
172,172,1223617707
13824,172,1223617905
4193,172,1223618027
13757,172,1223618096
172,172,1223618651
172,172,1223618735
12711,26665,1223618800
13824,172,1223618810
2859,3238,1223620064
14642,7831,1223620463
6044,6044,1223621488
6044,4496,1223622347
9328,9328,1223622776
15537,15537,1223623058
2660,19956,1223623923
3631,3661,1223624085
10661,15537,1223624276
14069,658,1223624549
15537,15537,1223624909
6833,6833,1223624910
6335,6335,1223625700
14569,14569,1223626292
3716,15537,1223626401
6152,25368,1223627345
4600,26595,1223628429
20713,26699,1223629152
7116,26240,1223629242
13,18180,1223630058
10585,26130,1223630727
9021,26130,1223630800
26130,26130,1223630985
26240,26240,1223631011
15537,15537,1223631093
7116,26240,1223631175
5445,18274,1223631393
10585,26130,1223631532
12983,12983,1223632554
25546,25546,1223632728
25546,25546,1223633071
26699,26699,1223633135
12711,13676,1223633152
361,18274,1223633191
1892,12211,1223633281
24215,24215,1223633399
1892,1476,1223633648
14946,658,1223633654
4341,8908,1223634267
20938,19685,1223635755
6309,8217,1223636062
8217,8217,1223636237
26130,26130,1223637747
7224,1343,1223638371
26240,26240,1223638831
231,1117,1223638876
2242,9047,1223638956
4193,21045,1223640745
872,658,1223641333
15534,13676,1223641588
9539,525,1223642170
7224,1343,1223642955
1715673,21582,1223643078
2122,2122,1223645456
18471,2387,1223646209
15464,20894,1223647562
6491,1233,1223649039
2387,2387,1223649136
25210,9021,1223651010
18061,366094,1223651758
2977,26496,1223652723
8155,26746,1223653194
253,2993,1223653451
971,9021,1223655060
11830,6583,1223655245
7898,6583,1223655270
26746,26746,1223655969
11830,978,1223656062
18771,91,1223656519
978,978,1223656937
17516,232,1223656939
6899,4668,1223657325
91,91,1223657971
18771,10585,1223658049
18771,91,1223658339
6069,12151,1223659127
2859,24039,1223659434
23643,4086,1223660559
17832,11614,1223660801
16035,2253,1223661269
15537,22162,1223661511
15328,14053,1223661912
999,999,1223662032
419,20400,1223662674
5645,22162,1223662847
6508,20400,1223663088
2859,974,1223663137
22162,20960,1223663557
17832,20400,1223663670
572,20400,1223663812
6508,978,1223664151
17832,20400,1223664646
1233,1233,1223664770
7903,3105,1223665750
2820,7028,1223665849
437,26793,1223666383
18882,4086,1223666509
16434,26665,1223666875
2084,26785,1223668078
3850,985,1223668200
6897,307,1223669157
3850,985,1223669212
3850,4527,1223669258
14048,307,1223669291
572,26790,1223669336
23142,2133,1223669574
6897,307,1223669874
6414,20390,1223670183
4279,658,1223670240
14048,307,1223670288
12092,20390,1223670334
7925,7925,1223670880
96,536,1223670880
14048,307,1223671019
4279,658,1223671202
7559,2133,1223671333
3850,4834,1223671760
2424,26820,1223672448
5640,7925,1223672874
3014,25371,1223673596
619,25371,1223673629
7950,7950,1223673845
12950,15420,1223674184
22211,25749,1223674248
16035,4086,1223674288
12234,25546,1223674354
2034,239663,1223674422
2543,1048,1223674599
16035,11545,1223674612
15541,239663,1223674669
619,2133,1223674799
15416,13676,1223674855
3588,22276,1223675051
12151,12151,1223675131
6932,1048,1223675183
4086,4086,1223675337
9047,9047,1223675351
12518,10585,1223675696
23354,17803,1223675701
9345,22491,1223676110
12923,17803,1223676227
25371,25371,1223676301
5058,7891,1223676328
12923,17803,1223676333
7891,7891,1223676908
11830,26339,1223676965
16911,26858,1223677260
986,23120,1223677569
5697,149,1223678317
12950,16623,1223678490
20074,20074,1223678659
16219,16623,1223678775
25837,22674,1223679011
22818,1923,1223679345
11589,3153,1223679622
22211,2134,1223680374
22674,22674,1223680482
1037,1737,1223680718
619,577,1223681333
6932,23372,1223681457
15541,239663,1223681706
23372,23372,1223682033
4249,18771,1223682934
13776,18771,1223683157
17826,18771,1223683960
577,577,1223684177
14569,5232,1223684250
577,577,1223684306
5232,5232,1223684395
22329,21045,1223684678
18107,1100,1223685126
1790,5232,1223685287
19258,26527,1223685293
26877,26877,1223686522
6897,23372,1223686900
23372,23372,1223688061
1000,1000,1223688644
8155,17803,1223688864
21640,9731,1223689771
6932,686,1223690042
26929,26929,1223690074
5667,10552,1223690290
5667,10552,1223690343
1968,1862,1223690569
20893,2605,1223691119
9611,6386,1223691511
6897,572,1223691793
6897,572,1223691939
572,572,1223691952
2605,2605,1223692003
2605,2605,1223692104
15861,9251,1223692138
1737,1737,1223692159
13051,7856,1223692186
9251,9251,1223692291
13216,4903,1223692339
22211,4580,1223692525
6897,16979,1223693514
12725,9251,1223693556
12579,26895,1223693826
1175,572,1223694001
20363,26943,1223694624
825,7473,1223694737
9251,9251,1223695174
1300,14753,1223696621
10585,10585,1223697145
3333,26960,1223697804
4172,5304,1223698604
2543,2543,1223699556
1432,18393,1223699737
10893,2424,1223700210
12048,26960,1223700227
1242,11356,1223700453
16827,13820,1223700639
2648,11961,1223700899
77,19074,1223701330
1354,6486,1223701656
1965,26550,1223702035
14606,14101,1223702157
19074,19074,1223703112
19756,26883,1223703187
23744,7743,1223703437
15352,24727,1223703780
24873,7743,1223704679
19468,25066,1223705974
4979,3291,1223706067
1775,25066,1223706304
3093,18995,1223707381
21640,26986,1223707710
14606,10407,1223707982
5473,23164,1223708968
26334,10407,1223709602
11137,25267,1223712317
22748,11339,1223713236
6897,4580,1223713473
11339,11339,1223714215
1790,13995,1223715075
3333,26960,1223716169
3333,26960,1223716210
13995,13995,1223724202
21045,21045,1223726904
18300,18300,1223727518
9611,19884,1223731010
1117,1117,1223732794
4977,115,1223734162
23164,23164,1223734178
17516,1925263,1223737379
6486,6486,1223738200
6386,6386,1223738216
7028,14690,1223740305
14690,14690,1223740889
23233,26986,1223741008
18771,18771,1223741521
17174,2114,1223742349
4977,20555,1223743178
24039,12828,1223744549
12828,12828,1223744639
10661,24039,1223746433
10661,24039,1223746511
11961,11961,1223748104
1925263,1925263,1223749816
18575,1215,1223750030
5058,5232,1223753926
20555,20555,1223756353
18804,11962,1223757974
9021,18300,1223758559
11898,426,1223765567
14642,8127,1223766753
24874,8127,1223767084
8127,8127,1223767267
16724,14089,1223769532
4417,27081,1223769819
19629,24560,1223771671
4279,8482,1223771879
4279,8482,1223772027
4725,11234,1223773632
21716,21716,1223773645
12975,11110,1223775900
2509,25017,1223776634
11549,11234,1223777490
13051,19784,1223777645
3565,11234,1223778297
6899,27081,1223778459
19884,19884,1223779438
2509,2147,1223779736
22656,23427,1223779770
2147,2147,1223779969
11234,11234,1223780093
19403,22656,1223781275
4172,572,1223782554
2657951,3893,1223782647
3153,2147,1223783349
9787,23826,1223783539
1666,11110,1223784091
4213,4213,1223785109
18179,3848,1223785802
23354,22656,1223786106
13115,13115,1223786190
27081,9974,1223787647
27081,25304,1223788032
21640,658,1223794581
23142,1384652,1223796090
4858,4858,1223798555
7734,13895,1223802554
20713,27009,1223803689
13895,13895,1223804097
12725,7644,1223805697
3797,26632,1223805889
11649,4903,1223806163
